"%s coupon code is not valid.","%s couponcode is niet geldig."
"Order Comments","Bestelling Opmerkingen"
"Order Credit Memos","Bestelling Creditnota's"
"Order Currency:","Bestelling Valuta:"
"Order Date","Bestelling Datum"
"Order Date (%s)","Bestelling Datum (%s)"
"Order Date:","Bestelling Datum:"
"Order Date: %s","Bestelling Datum: %s"
"Order Details","Bestelling Details"
"Order Grand Total","Totaal"
"Order History","Bestelling Geschiedenis"
"Order ID","Bestelling id"
"Order Information","Bestelling Informatie"
"Order Invoices","Bestelling Facturen"
"Order Shipments","Bestelling Zendingen"
"Order Status","Bestelling Status"
"Order Subtotal","Bestelling Subtotaal"
"Order Taxes Report Grouped by Tax Rates","Bestelling BTW Verslagen Gegroepeerd per Belastingtarief"
"Order Total","Totaal"
"Order Totals","Bestelling Totalen"
"Order Update","Bestelling Update"
"Order Update for Guest","Bestelling Update voor Gast"
"Order View","Bestelling View"
"Order does not allow to be canceled.","Bestelling kan niet worden geannuleerd."
"Order invoice","Bestelling factuur"
"Order object is not specified.","Bestelling object is niet gespecificeerd."
"Order saving error: %s","Bestelling opslaan fout: %s"
"Order shipments","Bestelling zendingen"
"Order was placed using %s","Bestelling werd geplaatst met behulp van %s"
"Ordered","Bestelde"
"Orders","Bestellingen"
"Original Price","Originele prijs"
"Original order item that recurring payment profile correspondss to.","Oorspronkelijke bestelling artikel waar terugkerende betaling profiel mee overeen komt."
"PDF Credit Memos","PDF Creditnota's"
"PDF Invoices","PDF Facturen"
"PDF Packingslips","PDF Pakbonnen"
"PDF Print-outs","PDF Print-outs"
"PDF object is not specified.","PDF-object is niet gespecificeerd."
"PDF page object is not specified.","PDF-pagina object wordt niet gespecificeerd."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF totale model moet worden uitgebreid Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip #","Pakbonnen #"
"Paid","Betaald"
"Paid Amount","Betaald bedrag"
"Parent Transaction ID","Bovenliggende transactie ID"
"Parent transaction ID must have a transaction ID.","Bovenliggende transactie-ID moet beschikken over een transactie-ID."
"Partial","Gedeeltelijke"
"Payment Failed","Betaling is mislukt"
"Payment Information","Betaling Informatie"
"Payment Method","Betaalwijze"
"Payment Method Name","Naam betaalwijze"
"Payment Method:","Betaalwijze:"
"Payment Review","Betaling Review"
"Payment disallow storing objects.","Betaling verbied het opslaan van objecten."
"Payment transactions disallow storing objects.","Betaling transacties verbieden het opslaan van objecten."
"Payment type","Betaling type"
"Payment update has been made.","Betaling update heeft plaatsgevonden."
"Pending","Bestelling ontvangen"
"Pending Payment","Betaling in afwachting"
"Period","Periode"
"Place Order Using Billing Agreements","Plaats uw bestelling door gebruik te maken van factuurovereenkomsten"
"Placed from IP","Geplaatst vanaf IP"
"Please Select Products to Add","Selecteer producten om toe te voegen"
"Please Select a Customer","Selecteer een klant"
"Please Select a Store","Selecteer een winkel"
"Please define PDF object before using.","Definieer de PDF-object voor gebruik."
"Please enter positive number in this field.","Vul positief getal in dit veld in."
"Please specify a valid grid column alias name that exists in grid table.","Geef een geldige grid kolom alias naam die bestaat in de grid tabel."
"Price","Prijs"
"Print","Afdrukken"
"Print All","Alles afdrukken"
"Print All Invoices","Alle Facturen afdrukken"
"Print All Refunds","Alle Terugbetalingen afdrukken"
"Print All Shipments","Alle Verzendingen afdrukken"
"Print Credit Memos","Creditnota's adrukken"
"Print Invoice","Factuur afdrukken"
"Print Invoices","Facturen afdrukken"
"Print Order","Bestelling afdrukken"
"Print Order # %s","Bestelling #%s afdrukken"
"Print Packingslips","Pakketbonnen afdrukken"
"Print Refund","Terugbetaling afdrukken"
"Print Shipment","Zending afdrukken"
"Processing","Verwerken"
"Product","Product"
"Product Name","Productnaam"
"Products","Producten"
"Products Bestsellers Report","Bestsellers rapportage"
"Products in Comparison List","Producten in vergelijkingsoverzicht"
"Profile #%s","Profiel #%s"
"Profile Information","Profiel Informatie"
"Profile State","Profiel staat"
"Profit","Winst"
"Promotion Coupons Usage Report","Rapportage gebruik van promotie coupons"
"Proper payment object must be set.","Juiste betaling object moet worden vastgesteld."
"Purchased From","Gekocht bij"
"Purchased From (Store)","Gekocht van (winkel)"
"Purchased Item","Gekocht Artikel"
"Purchased On","Gekocht op"
"Qty","Aantal"
"Qty Invoiced","Aantal Gefactureerd"
"Qty Ordered","Aantal Bestelde"
"Qty Shipped","Aantal verzonden"
"Qty To Add","Aantal toe te voegen"
"Qty to Add","Aantal toe te voegen"
"Qty to Invoice","Aantal te factureren"
"Qty to Refund","Aantal terug te betalen"
"Qty to Ship","Aantal te verzenden"
"Quantity Ordered","Bestelde hoeveelheid"
"Rate","Tarief"
"Recent Orders","Recente bestellingen"
"Recently Compared Products","Recent vergeleken producten"
"Recently Viewed","Recent bekeken"
"Recently Viewed Products","Recent bekeken producten"
"Recurring Profile # %s","Terugkerend Profiel #%s"
"Recurring Profile Initial Fee","Terugkerend Profiel Initiële Fee"
"Recurring Profiles","Terugkerende Profielen"
"Recurring Profiles (beta)","Terugkerende Profielen (beta)"
"Reference ID","Referentie ID"
"Reference ID:","Referentie ID:"
"Refresh","Vernieuwen"
"Refund","Teruggave"
"Refund #","Teruggave #"
"Refund #%s","Teruggave #%s"
"Refund Amount","Terug te betalen bedrag"
"Refund Offline","Teruggave Offline"
"Refund Shipping","Teruggave Verzending"
"Refund Shipping (Excl. Tax)","Teruggave Verzending (excl. BTW)"
"Refund Shipping (Incl. Tax)","Teruggave Verzending (incl. BTW)"
"Refund Totals","Teruggave Totalen"
"Refunded","Terugbetaald"
"Refunded amount of %s offline.","Terugbetaalde bedrag van %s offline."
"Refunded amount of %s online.","Terugbetaalde bedrag van %s online."
"Refunds","Teruggaves"
"Registered a Void notification.","Notificatie van een nietig verklaring geregistreerd."
"Registered notification about approved payment.","Notificatie over goedgekeurde betaling geregistreerd."
"Registered notification about authorized amount of %s.","Notificatie over toegestane bedrag van %s geregistreerd."
"Registered notification about captured amount of %s.","Notificatie over gevangen bedrag van %s geregistreerd."
"Registered notification about denied payment.","Notificatie over afgewezen betaling geregistreerd."
"Registered notification about refunded amount of %s.","Notificatie over terugbetaalde bedrag van %s geregistreerd."
"Registered update about approved payment.","Update over goedgekeurde betaling geregistreerd."
"Regular Payment","Regelmatige Betaling"
"Related Orders","Verwante Betalingen"
"Remove","Verwijder"
"Remove Coupon Code","Verwijder Coupon Code"
"Remove tracking number","Verwijder volg-nummer"
"Reorder","Opnieuw bestellen"
"Retrieve invoice info","Ophalen factuur info"
"Retrieve invoice information","Ophalen factuur informatie"
"Retrieve list of invoices by filters","Haal lijst van facturen op door filters"
"Retrieve list of orders by filters","Haal lijst van orders op door filters"
"Retrieve list of shipments by filters","Haal lijst van zendingen op door filters"
"Retrieve order information","Ophalen bestelling informatie"
"Retrieve orders info","Ophalen bestelling info"
"Retrieve shipment info","Ophalen verzending info"
"Retrieve shipment information","Ophalen verzending informatie"
"Return to Stock","Terug naar voorraad"
"Returned","Teruggekeerde"
"Revenue","Inkomsten"
"Row Subtotal","Rij Subtotaal"
"Row Total","Rij Totaal"
"SHIP TO:","Verzenden naar:"
"SKU","SKU"
"SOLD TO:","Verkocht aan:"
"Sales","Verkoop"
"Sales Discount","Verkoop korting"
"Sales Emails","Verkoop e-mails"
"Sales Emails Section","Verkoop e-mails sectie"
"Sales Invoice Print View","Verkoopfactuur Afdruk View"
"Sales Items","Verkoop Items"
"Sales Order Print View","Verkoop Bestelling Afdruk View"
"Sales Section","Verkoop Afdeling"
"Sales Shipment Print View","Verkoop Zending Afdruk View"
"Sales Shipping","Verkoop Zending"
"Sales Tax","Verkoop BTW"
"Sales Total","Verkoop Totaal"
"Same As Billing Address","Zelfde als factuuradres"
"Save and Close Message","Opslaan en bericht sluiten"
"Save in address book","Opslaan in adresboek"
"Schedule","Schema"
"Select from existing customer addresses:","U kunt kiezen uit bestaande klant adressen:"
"Send Credit Memo Comment Email Copy To","Stuur creditnota Reactie E-mail Kopie naar"
"Send Credit Memo Email Copy To","Stuur creditnota E-mail Kopie naar"
"Send Email","E-mail verzenden"
"Send Invoice Comment Email Copy To","Stuur Factuur Reactie E-mail Kopie naar"
"Send Invoice Email Copy To","Stuur Factuur  E-mail Kopie naar"
"Send Order Comment Email Copy To","Stuur Bestelling Reactie E-mail Kopie naar"
"Send Order Email Copy Method","Stuur Bestelling E-mail Kopie methode"
"Send Order Email Copy To","Stuur Bestelling e-mail Kopie naar"
"Send Sales Emails","Stuur Verkoop E-mails"
"Send Shipment Comment Email Copy To","Stuur Zending Reactie E-mail Kopie naar"
"Send Shipment Email Copy To","Stuur Zending E-mail Kopie naar"
"Send Tracking Information","Stuur Volg Informatie"
"Set order for existing transactions not allowed","Stel bestelling voor bestaande transacties niet toegestaan in"
"Ship","Verzend"
"Ship To","Verzend naar"
"Ship to Name","Verzenden naar naam"
"Shipment","Levering"
"Shipment #","Leveringsnummer #"
"Shipment #%1$s | %3$s (%2$s)","Levering #%1$s |%3$s (%2$s)"
"Shipment #%s","Levering #%s"
"Shipment Comment Email Sender","Levering Reactie E-mail Afzender"
"Shipment Comment Email Template","Levering Reactie E-mail Template"
"Shipment Comment Email Template for Guest","Levering Reactie E-mail Template voor Gast"
"Shipment Comments","Levering Reacties"
"Shipment Email Sender","Levering E-mail verzender"
"Shipment Email Template","Levering E-mail Template"
"Shipment Email Template for Guest","Levering E-mail Template voor Gast"
"Shipment Update","Levering Update"
"Shipment Update for Guest","Levering Update voor Gast"
"Shipments","Leveringen"
"Shipped","Verzonden"
"Shipped By","Verzonden door"
"Shipping","Verzenden"
"Shipping & Handling","Verzenden & Behandelen"
"Shipping &amp; Handling","Verzenden &amp; Behandelen"
"Shipping &amp; Handling Information","Verzenden &amp; Behandelen Informatie"
"Shipping Address","Verzendadres"
"Shipping Amount","Verzendbedrag"
"Shipping Information","Verzend Informatie"
"Shipping Method","Verzend Methode"
"Shipping Method:","Verzend Methode:"
"Shipping Refund","Terugbetaling verzenden"
"Shipping and Tracking Information","Verzenden en Volgen informatie"
"Shopping Cart","Winkelwagen"
"Signed Up From","Ingeschreven Vanaf"
"Sku","SKU"
"Some of the products below do not have all the required options. Please remove them and add again with all the required options.","Sommige van de onderstaande producten hebben niet alle benodigde opties. Verwijder deze en voeg ze weer toe met alle benodigde opties."
"Sorry, no quotes are available for this order at this time.","Sorry, er zijn geen quotes beschikbaar voor deze bestelling op dit moment."
"Source object is not specified.","Bron object is niet gespecificeerd."
"Specified profile does not exist.","Opgegeven profiel bestaat niet."
"State/Province","Staat / Provincie"
"Status","Status"
"Status:","Status:"
"Store Credit","Winkel krediet"
"Submit Comment","Reactie verzenden"
"Submit Credit Memo","Creditnota verzenden"
"Submit Order","Bestelling verzenden"
"Submit Shipment","Zending verzenden"
"Subscribe to Newsletter","Abonneren op Nieuwsbrief"
"Subscribe to Order Status","Abonneren op Bestelling Status"
"Subtotal","Subtotaal"
"Subtotal after discount.","Subtotaal na korting."
"Subtotal:","Subtotaal:"
"Suspected Fraud","Verdacht van fraude"
"Suspend","Schorsen"
"Suspended","Geschorste"
"TAX/VAT Number","BTW/VAT-nummer"
"Tax","BTW"
"Tax Amount","BTW bedrag"
"Tax Percent","BTW Procent"
"Telephone","Telefoon"
"The Order State ""%s"" must not be set manually.","De Bestelling toestand ""%s"" mag niet handmatig worden ingesteld."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","Het adres totaal model moet worden uitgebreid van Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","De factureringsovereenkomst ""%s"" is geannuleerd."
"The billing agreement ""%s"" has been created.","De factureringsovereenkomst ""%s"" is gemaakt."
"The coupon code has been accepted.","De coupon code is geaccepteerd."
"The message has been sent.","Het bericht is verzonden."
"The message was sent.","Het bericht is verstuurd."
"The order email has been sent.","De bestellings e-mail is verzonden."
"The order has been cancelled.","De bestelling is geannuleerd."
"The order has been created.","De bestelling is gecreëerd."
"The order has been put on hold.","De bestelling is in de wacht gezet."
"The order has been released from holding status.","De bestelling is vrijgegeven uit de wachtstatus."
"The order has not been cancelled.","De bestelling is niet geannuleerd."
"The order was not put on hold.","De bestelling is niet in de wacht gezet."
"The order was not unheld.","De bestelling is niet uit de wacht gehaald."
"The order was placed using %s","De bestelling werd geplaatst met behulp van %s"
"The order(s) cannot be canceled","De bestelling(en) kunnen niet worden geannuleerd"
"The payment has been accepted.","De betaling is geaccepteerd."
"The payment has been denied.","De betaling is geweigerd."
"The payment has been voided.","De betaling is ongeldig."
"The profile has been updated.","Het profiel is bijgewerkt."
"The profile has no changes.","Het profiel heeft geen veranderingen."
"The profile state has been updated.","De profiel toestand is bijgewerkt."
"The requested Payment Method is not available.","De gevraagde betaalwijze is niet beschikbaar."
"The transaction ""%s"" (%s) is already closed.","De transactie ""%s"" (%s) is al gesloten."
"The transaction ""%s"" cannot be captured yet.","De transactie ""%s"" kan nog niet worden gevangen."
"There are no billing agreements yet.","Er zijn nog geen facturering overeenkomsten."
"There are no printable documents related to selected orders.","Er zijn geen afdrukbare documenten met betrekking tot geselecteerde bestellingen."
"There is no need to approve this payment.","Het is niet nodig om deze betaling goed te keuren."
"There is no need to deny this payment.","Het is niet nodig om deze betaling af te wijzen."
"There is no update for the payment.","Er is geen update voor de betaling."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","Dit bericht zal worden getoond in het winkelmandje bij subtotaal na korting minder dan het minimum bedrag."
"This operation requires an existing transaction object.","Deze operatie vereist een bestaand transactie object."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","Deze bestelling bevat (%s) artikelen en kan daarom op dit moment niet worden bewerkt via de admin interface, als u het bewerken van de (%s) wilt vervolgen, dan zullen de artikelen worden verwijderd, wordt de bestelling geannuleerd en zal er een nieuwe bestelling geplaatst worden."
"This order no longer exists.","Deze bestelling bestaat niet meer."
"This profile state cannot be changed to ""%s"".","Deze profiel toestand kan niet worden gewijzigd in ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","Dit zal leiden tot een offline terugbetaling. Voor het maken van een online terugbetaling, opent u een factuur en maakt u er een creditnota voor. Wilt u doorgaan?"
"Tier Pricing","Rang Prijzen"
"Title","Titel"
"To","Naar"
"To Name","Naar Naam"
"To:","Naar:"
"Total","Totaal"
"Total %d product(s)","Totaal %d product(en)"
"Total (ex)","Totaal (excl.)"
"Total (inc)","Totaal (incl.)"
"Total Due","Totaal Verschuldigd"
"Total Invoiced","Totaal Gefactureerd"
"Total Invoiced Paid","Totaal Gefactureerde Betaald"
"Total Invoiced VS Paid Report","Totaal Gefactureerde tegenover Betaalde Verslag"
"Total Invoiced not Paid","Totale Gefactureerde niet betaald"
"Total Ordered Report","Totaal Bestelde Verslag"
"Total Paid","Totaal Betaalde"
"Total Qty","Totaal Aantal"
"Total Refund","Totaal Terug betaald"
"Total Refunded","Totaal Terugbetaalde"
"Total Refunded Report","Totaal Terugbetaalde Verslag"
"Total Sales Shipping","Totale Verkoop Zending"
"Total Shipped Report","Totaal Verzonden Verslag"
"Total Shipping","Totaal Verzonden"
"Total Shipping Charges","Totale Verzendkosten"
"Total Tax","Totale BTW"
"Track Order","Volg Bestelling"
"Track This Shipment","Volg deze zending"
"Track Your Order","Volg uw bestelling"
"Track all shipment(s)","Volg alle verzending(en)"
"Track all shipments","Volg alle verzendingen"
"Tracking","Volgen"
"Tracking Number","Volgnummer"
"Tracking Number(s):","Volgnummer(s):"
"Transaction ""%"s" was already processed.","Transactie ""%s"" is reeds verwerkt."
"Transaction ID","Transactie ID"
"Transaction ID must not be empty.","Transactie ID mag niet leeg zijn."
"Transaction ID: ""%s"".","Transactie ID: ""%s""."
"Transaction Type","Transactie Type"
"Transactions","Transacties"
"Trial","Proef"
"Trial Payment","Proef Betaling"
"Trial Period","Proefperiode"
"Trial period payment","Proefperiode betaling"
"Unhold","Uit de wacht halen"
"Unhold action is not available.","Uit de wacht halen actie is niet beschikbaar."
"Unhold order","Bestelling uit de wacht halen"
"Unknown State","Onbekende Toestand"
"Unknown Status","Onbekende Status"
"Unsupported transaction type ""%s"".","Niet-ondersteund transactie type ""%s""."
"Update Changes","Update Wijzigingen"
"Update Items and Qty\'s","Update Items en Aantallen"
"Update Qty\'s","Update Aantallen"
"Updated At","Bijgewerkt Op"
"Updated:","Bijgewerkt:"
"Use Aggregated Data (beta)","Gebruik de geaggregeerde gegevens (beta)"
"Validate Each Address Separately in Multi-address Checkout","Bevestig elk adres apart in Meerdere Adressen Kassa"
"Value","Waarde"
"View","Bekijk"
"View All","Alles bekijken"
"View Order","Bestelling bekijken"
"Visible on Frontend","Zichtbaar in Frontend"
"Void","Nietig verklaren"
"Void invoice","Verklaar Factuur nietig"
"Voided authorization.","Nietig verklaarde autorisatie."
"Website","Website"
"Whether buyer can define the date when billing for the profile begins.","Of koper de datum kan bepalen  waarop de facturering voor het profiel begint."
"Wishlist","Verlanglijst"
"Wrong billing agreement ID specified.","Verkeerde factureringsovereenkomst ID opgegeven."
"Wrong state: ""%s"".","Verkeerde toestand: ""%s""."
"Yes","Ja"
"You have placed no orders.","U heeft geen bestellingen geplaatst."
"You will be redirected to the payment system website.","U wordt doorgestuurd naar de betalingssysteem website."
"Your credit card will be charged for","Uw credit card wordt belast voor"
"ZIP/Post Code","ZIP/Postcode"
"the credit memo email is not sent","de creditnota e-mail is niet verzonden"
"the credit memo email was sent","de creditnota e-mail is verzonden"
"the invoice email is not sent","de factuur e-mail is niet verzonden"
"the invoice email was sent","de factuur e-mail is verzonden"
"the order confirmation email is not sent","de bestellingbevestiging e-mail is niet verzonden"
"the order confirmation email was sent","de bestellingbevestiging e-mail is verzonden"
"the shipment email is not sent","de verzending e-mail is niet verzonden"
"the shipment email was sent","de verzending e-mail is verzonden"